KODE_KL,NAMA_KL,KODE_SATKER,KODE_BARANG,NUP,NO_DIPA,NO_SP2D,TGL_SP2D,NILAI,KODE_AKUN,UR_AKUN,NOREG,JENIS_TRANSAKSI,UR_JNS_TRANSASKI,TGL_BUKU,NO_BUKTI,JENIS_PEMELIHARAAN,PIHAK_PEMELIHARA,URAIAN_UNIT_PEMELIHARA,UNIT_PEMEILHARA,KETERANGAN,TERAKHIR_YN
A,KEMENTERIAN A ,DD,3020105003,3,DIPA-DD,175000000000000.0,2016-3-8 00:00:00.000,2467700,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan LNHU,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,DD,3020105003,1,DIPA-DD,202000000000000.0,2017-5-12 00:00:00.000,1631000,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan MIEV,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,CC,3020104003,5,DIPA-CC,196000000000000.0,2016-12-27 00:00:00.000,3600400,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Penggantian Radiator,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,AA,3020102003,3,DIPA-AA,208000000000000.0,2017-5-16 00:00:00.000,5375700,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan GUYV,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,BB,3020102003,2,DIPA-BB,171000000000000.0,2016-9-17 00:00:00.000,6051500,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,EE,3020103003,6,DIPA-EE,190000000000000.0,2020-7-27 00:00:00.000,7730300,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Ganti Kaca,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,GG,3020101003,3,DIPA-GG,164000000000000.0,2020-2-22 00:00:00.000,1858200,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti Kaca,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,BB,3020104003,3,DIPA-BB,179000000000000.0,2020-11-25 00:00:00.000,9597200,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,II,3020102003,3,DIPA-II,202000000000000.0,2016-8-5 00:00:00.000,7077800,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan CFSN,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,FF,3020104003,3,DIPA-FF,188000000000000.0,2017-3-14 00:00:00.000,7477900,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti Aki,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,GG,3020103003,5,DIPA-GG,195000000000000.0,2016-3-28 00:00:00.000,5875400,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan MSLF,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,FF,3020104003,6,DIPA-FF,203000000000000.0,2017-10-3 00:00:00.000,5986500,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan IIWW,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,BB,3020103003,1,DIPA-BB,208000000000000.0,2017-2-17 00:00:00.000,63000,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,HH,3020101003,3,DIPA-HH,198000000000000.0,2019-4-13 00:00:00.000,1105900,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan OXYN,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,JJ,3020103003,6,DIPA-JJ,197000000000000.0,2018-1-3 00:00:00.000,8379900,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,GG,3020103003,6,DIPA-GG,200000000000000.0,2018-4-11 00:00:00.000,683500,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan FOLL,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,BB,3020102003,1,DIPA-BB,163000000000000.0,2020-7-7 00:00:00.000,5695100,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan NYQT,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,II,3020101003,6,DIPA-II,178000000000000.0,2018-4-14 00:00:00.000,7084300,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan FHFQ,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,AA,3020104003,1,DIPA-AA,180000000000000.0,2018-10-21 00:00:00.000,1458200,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan ILYK,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,GG,3020104003,1,DIPA-GG,197000000000000.0,2018-1-4 00:00:00.000,7688700,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Cuci Mobil,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,HH,3020101003,3,DIPA-HH,207000000000000.0,2019-12-10 00:00:00.000,1998300,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan LTOF,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,AA,3020102003,3,DIPA-AA,170000000000000.0,2016-12-13 00:00:00.000,3219400,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan HUOM,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,AA,3020104003,6,DIPA-AA,176000000000000.0,2019-10-17 00:00:00.000,6753700,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,GG,3020102003,1,DIPA-GG,207000000000000.0,2020-8-26 00:00:00.000,8534400,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan VZDL,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,FF,3020101003,4,DIPA-FF,186000000000000.0,2017-10-5 00:00:00.000,9589200,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan BQKS,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,FF,3020104003,2,DIPA-FF,199000000000000.0,2020-7-24 00:00:00.000,7670500,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,BB,3020103003,6,DIPA-BB,186000000000000.0,2017-9-28 00:00:00.000,3384500,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Ganti Kaca,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,EE,3020102003,1,DIPA-EE,172000000000000.0,2017-2-12 00:00:00.000,4710800,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan RVJD,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,FF,3020105003,6,DIPA-FF,171000000000000.0,2019-3-19 00:00:00.000,5939000,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan IGEZ,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,BB,3020101003,5,DIPA-BB,191000000000000.0,2019-10-5 00:00:00.000,7277200,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Radiator,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,GG,3020103003,2,DIPA-GG,192000000000000.0,2018-7-11 00:00:00.000,1418800,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan ETOQ,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,GG,3020105003,1,DIPA-GG,185000000000000.0,2016-12-14 00:00:00.000,4470600,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan UGNZ,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,DD,3020103003,3,DIPA-DD,181000000000000.0,2016-7-24 00:00:00.000,2182900,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan Rutin,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,II,3020101003,2,DIPA-II,189000000000000.0,2017-2-20 00:00:00.000,2187800,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,BB,3020103003,2,DIPA-BB,207000000000000.0,2020-4-14 00:00:00.000,1115200,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Cuci Mobil,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,II,3020101003,4,DIPA-II,179000000000000.0,2018-1-7 00:00:00.000,2963100,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Ganti Kaca,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,HH,3020103003,5,DIPA-HH,161000000000000.0,2020-12-12 00:00:00.000,7978400,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,BB,3020103003,6,DIPA-BB,178000000000000.0,2018-3-2 00:00:00.000,6463800,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,FF,3020105003,3,DIPA-FF,178000000000000.0,2018-12-13 00:00:00.000,2115600,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan IOUI,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,II,3020104003,4,DIPA-II,194000000000000.0,2019-2-27 00:00:00.000,785400,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Penggantian Radiator,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,DD,3020101003,2,DIPA-DD,193000000000000.0,2020-3-6 00:00:00.000,4471700,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,DD,3020102003,2,DIPA-DD,167000000000000.0,2018-10-10 00:00:00.000,6351500,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Ganti Oli,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,CC,3020102003,5,DIPA-CC,201000000000000.0,2019-5-2 00:00:00.000,921300,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Penggantian Radiator,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,CC,3020102003,5,DIPA-CC,204000000000000.0,2017-9-17 00:00:00.000,455000,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan PKSN,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,CC,3020101003,3,DIPA-CC,209000000000000.0,2016-1-3 00:00:00.000,7751800,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan ZEKJ,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,HH,3020105003,4,DIPA-HH,188000000000000.0,2017-12-2 00:00:00.000,7736800,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan PXRR,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,EE,3020102003,2,DIPA-EE,162000000000000.0,2016-12-7 00:00:00.000,8831500,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,FF,3020103003,3,DIPA-FF,165000000000000.0,2020-5-21 00:00:00.000,1791000,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti Kaca,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,CC,3020105003,3,DIPA-CC,190000000000000.0,2017-9-16 00:00:00.000,3955300,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan FCPN,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,JJ,3020101003,5,DIPA-JJ,185000000000000.0,2018-11-12 00:00:00.000,7044800,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,JJ,3020101003,1,DIPA-JJ,190000000000000.0,2018-8-10 00:00:00.000,9439400,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,GG,3020102003,3,DIPA-GG,199000000000000.0,2020-7-11 00:00:00.000,9272500,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan LPPB,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,JJ,3020102003,6,DIPA-JJ,169000000000000.0,2018-7-23 00:00:00.000,798900,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan EWWQ,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,JJ,3020101003,4,DIPA-JJ,175000000000000.0,2020-3-28 00:00:00.000,6038000,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan MRBT,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,CC,3020103003,2,DIPA-CC,209000000000000.0,2016-8-6 00:00:00.000,7278300,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan PZDZ,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,HH,3020105003,6,DIPA-HH,206000000000000.0,2017-4-16 00:00:00.000,7680300,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan LUVQ,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,FF,3020104003,3,DIPA-FF,202000000000000.0,2016-5-10 00:00:00.000,4828700,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,CC,3020104003,4,DIPA-CC,189000000000000.0,2017-10-17 00:00:00.000,4214900,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,HH,3020104003,2,DIPA-HH,209000000000000.0,2019-11-23 00:00:00.000,4591100,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan ENBE,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,JJ,3020105003,1,DIPA-JJ,189000000000000.0,2018-5-26 00:00:00.000,7780600,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Ganti Oli,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,AA,3020103003,1,DIPA-AA,209000000000000.0,2016-4-1 00:00:00.000,5027800,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Ganti Aki,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,GG,3020103003,4,DIPA-GG,174000000000000.0,2018-6-20 00:00:00.000,1125500,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan KIKZ,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,AA,3020104003,4,DIPA-AA,185000000000000.0,2017-10-11 00:00:00.000,3078800,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan Rutin,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,FF,3020105003,5,DIPA-FF,197000000000000.0,2016-9-18 00:00:00.000,9058100,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,GG,3020101003,6,DIPA-GG,199000000000000.0,2018-3-21 00:00:00.000,1326700,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan LGNB,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,FF,3020105003,4,DIPA-FF,202000000000000.0,2018-12-4 00:00:00.000,2068000,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan CBLH,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,EE,3020102003,5,DIPA-EE,206000000000000.0,2018-7-5 00:00:00.000,2541500,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan QDBI,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,CC,3020105003,1,DIPA-CC,193000000000000.0,2017-3-24 00:00:00.000,1458700,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Ganti OLTY,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,CC,3020104003,4,DIPA-CC,172000000000000.0,2018-2-28 00:00:00.000,3428700,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Ganti Kaca,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,EE,3020104003,1,DIPA-EE,169000000000000.0,2020-7-19 00:00:00.000,4118800,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan CECV,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,FF,3020104003,4,DIPA-FF,182000000000000.0,2017-11-19 00:00:00.000,6337800,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Ganti Aki,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,BB,3020104003,5,DIPA-BB,171000000000000.0,2020-2-1 00:00:00.000,7319600,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan Rutin,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,GG,3020101003,2,DIPA-GG,164000000000000.0,2018-4-22 00:00:00.000,3810800,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan Rutin,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,DD,3020102003,2,DIPA-DD,204000000000000.0,2017-10-19 00:00:00.000,8059700,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,GG,3020101003,1,DIPA-GG,184000000000000.0,2016-1-3 00:00:00.000,9291600,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan SSQD,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,CC,3020104003,5,DIPA-CC,203000000000000.0,2016-6-15 00:00:00.000,7527800,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan JXNE,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,GG,3020101003,4,DIPA-GG,161000000000000.0,2020-8-17 00:00:00.000,7565500,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan YFRX,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,JJ,3020102003,3,DIPA-JJ,162000000000000.0,2019-10-2 00:00:00.000,2343100,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti Stiker Kaca,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,JJ,3020104003,1,DIPA-JJ,206000000000000.0,2019-8-6 00:00:00.000,1393500,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan YZNK,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,II,3020105003,5,DIPA-II,169000000000000.0,2020-3-23 00:00:00.000,915000,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan OMOQ,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,II,3020101003,1,DIPA-II,206000000000000.0,2019-1-2 00:00:00.000,7000200,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan FSNP,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,BB,3020105003,3,DIPA-BB,191000000000000.0,2020-2-23 00:00:00.000,4612500,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti Oli,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,AA,3020105003,3,DIPA-AA,199000000000000.0,2018-9-24 00:00:00.000,7777200,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan VZVB,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,FF,3020102003,2,DIPA-FF,177000000000000.0,2020-2-2 00:00:00.000,1891100,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan FXSJ,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,GG,3020102003,6,DIPA-GG,201000000000000.0,2016-12-22 00:00:00.000,8091700,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan MGTQ,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,BB,3020103003,5,DIPA-BB,164000000000000.0,2018-9-8 00:00:00.000,9799400,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan BYRL,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,II,3020105003,4,DIPA-II,195000000000000.0,2017-4-19 00:00:00.000,8539700,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Penggantian Radiator,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,BB,3020104003,6,DIPA-BB,196000000000000.0,2018-11-15 00:00:00.000,954200,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Penggantian Radiator,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,DD,3020105003,5,DIPA-DD,168000000000000.0,2019-1-7 00:00:00.000,1634600,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,GG,3020102003,3,DIPA-GG,207000000000000.0,2018-5-3 00:00:00.000,5189500,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan Rutin,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,HH,3020105003,1,DIPA-HH,172000000000000.0,2019-8-19 00:00:00.000,2358000,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan BRCR,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,II,3020103003,1,DIPA-II,201000000000000.0,2016-1-25 00:00:00.000,8832400,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan SQVP,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,AA,3020103003,6,DIPA-AA,182000000000000.0,2017-10-14 00:00:00.000,7255500,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan DDLM,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,FF,3020102003,1,DIPA-FF,180000000000000.0,2018-6-25 00:00:00.000,2178900,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,II,3020104003,6,DIPA-II,164000000000000.0,2016-11-8 00:00:00.000,2376600,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Ganti NECK,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,CC,3020102003,3,DIPA-CC,179000000000000.0,2016-5-16 00:00:00.000,6449500,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan CMRJ,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,BB,3020102003,3,DIPA-BB,170000000000000.0,2017-5-28 00:00:00.000,9210500,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,BB,3020105003,5,DIPA-BB,202000000000000.0,2016-4-27 00:00:00.000,3391400,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Penggantian Radiator,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,DD,3020101003,4,DIPA-DD,183000000000000.0,2020-3-10 00:00:00.000,1910900,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan TUUN,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,GG,3020104003,4,DIPA-GG,186000000000000.0,2016-11-10 00:00:00.000,6358100,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Ganti Oli,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,JJ,3020101003,2,DIPA-JJ,182000000000000.0,2019-8-17 00:00:00.000,3620500,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan NSNE,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,DD,3020105003,4,DIPA-DD,200000000000000.0,2016-5-10 00:00:00.000,1950700,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan YSKM,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,BB,3020103003,3,DIPA-BB,181000000000000.0,2020-5-10 00:00:00.000,9135100,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan ZOCC,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,HH,3020104003,2,DIPA-HH,187000000000000.0,2018-10-3 00:00:00.000,3811900,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan NGBR,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,EE,3020102003,2,DIPA-EE,164000000000000.0,2019-10-6 00:00:00.000,9987800,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan ZGGQ,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
